userid,joindate,courseid
6330,2024-10-05,632
1629,2021-06-01,377
1429,2020-07-30,166
4862,2024-05-27,83
7638,2021-10-15,3
1102,2023-07-05,593
6766,2020-06-19,502
7142,2020-04-09,12
889,2024-12-02,922
6348,2024-11-02,896
9495,2023-01-30,559
3623,2023-05-07,415
5124,2023-02-07,438
620,2021-12-15,402
7794,2024-06-08,989
7771,2024-08-11,542
7098,2021-02-26,779
9572,2021-04-22,670
9617,2024-11-20,577
7874,2023-10-20,830
6849,2021-02-12,601
3557,2022-03-26,37
8235,2024-08-22,727
515,2020-07-11,837
6416,2020-02-19,844
5035,2023-03-21,740
1288,2024-02-23,546
1672,2024-11-10,481
2149,2022-02-06,345
8931,2024-03-09,762
4366,2023-04-03,42
2285,2020-08-21,291
6598,2021-11-02,509
9636,2023-04-24,786
5857,2023-02-04,879
4357,2021-10-08,394
5034,2021-10-24,13
4792,2023-09-11,82
4810,2024-03-10,456
4199,2020-06-28,730
2310,2023-12-02,579
9093,2021-09-02,838
3753,2022-04-20,696
5287,2022-09-02,394
8400,2023-07-27,348
9309,2024-05-09,226
1676,2024-05-10,505
1312,2023-10-10,706
223,2021-02-20,599
7843,2021-03-22,814
7816,2023-07-20,179
7960,2024-11-05,122
754,2023-04-21,178
3779,2024-03-08,304
8509,2023-11-30,231
3110,2024-03-22,921
3798,2023-11-09,553
2502,2021-05-08,992
38,2021-10-09,90
4315,2024-12-03,923
9232,2022-06-01,310
1643,2022-05-09,12
9944,2021-03-21,797
5610,2024-03-13,630
4201,2024-08-10,231
9154,2023-09-15,461
8487,2022-07-17,431
6686,2022-02-20,898
2299,2020-07-12,695
8698,2022-09-15,957
6000,2024-10-30,222
1407,2023-04-09,884
206,2022-02-15,350
1087,2020-04-02,740
2460,2021-07-05,267
8928,2024-09-09,995
4222,2023-10-04,985
5079,2020-11-08,771
3624,2020-07-19,234
6684,2022-05-11,237
5547,2022-08-28,191
497,2021-05-16,994
3574,2022-06-27,717
6128,2024-10-26,749
1959,2024-07-20,213
2213,2023-05-27,504
4312,2024-02-20,180
9241,2021-12-09,355
8449,2024-05-03,10
6950,2021-07-22,35
5469,2022-12-29,595
2689,2020-12-31,770
4968,2023-08-12,2
7624,2023-10-14,82
4387,2020-10-03,771
6033,2020-11-10,121
3742,2024-06-05,58
910,2020-09-13,91
9492,2023-10-08,5
8000,2020-01-11,541
7237,2021-03-28,720
8138,2022-06-14,848
8995,2023-09-29,162
6897,2024-01-23,776
5776,2021-01-08,614
7741,2022-08-31,553
9858,2021-11-19,15
8124,2023-07-27,418
5863,2022-06-25,331
6866,2022-05-15,670
5618,2020-12-22,186
7159,2021-02-13,472
4133,2020-06-24,707
265,2023-09-05,352
6152,2021-04-15,241
7958,2020-09-04,453
5566,2024-02-19,442
5801,2024-12-01,451
537,2021-04-11,572
4903,2020-10-05,500
1474,2021-03-27,48
5473,2023-02-03,491
1261,2020-08-10,559
7364,2022-06-06,538
4200,2023-11-01,221
2307,2022-11-03,752
6797,2022-10-13,890
4527,2023-02-14,226
4084,2020-09-09,778
1765,2021-08-07,391
3282,2022-07-31,542
5666,2022-03-18,788
3338,2020-09-09,156
6119,2021-03-31,577
7794,2022-09-23,806
6117,2021-05-05,17
9939,2020-07-12,118
9280,2024-10-12,845
4342,2023-11-08,129
1919,2022-07-24,338
6317,2020-04-23,332
4616,2024-05-30,17
2421,2024-04-27,18
2600,2020-09-13,950
3725,2022-03-30,110
8130,2021-05-31,51
9505,2023-06-25,45
8503,2020-06-25,661
1286,2022-08-05,296
9316,2021-09-02,328
1709,2023-02-19,695
4079,2022-08-04,206
9339,2022-08-27,159
8898,2024-08-23,299
1661,2024-07-29,749
6320,2021-10-15,426
918,2024-09-27,699
4193,2022-06-12,945
882,2023-09-28,500
4822,2021-11-12,642
5941,2024-03-12,963
2557,2021-04-01,89
280,2024-11-17,672
667,2023-08-18,502
6398,2021-06-25,191
3635,2022-08-24,941
5646,2020-11-22,488
4576,2020-05-02,283
4602,2022-08-25,973
8110,2020-06-09,240
8837,2020-03-08,816
3803,2020-02-03,30
1900,2023-02-16,390
6804,2020-02-04,801
1430,2024-01-27,204
1807,2020-03-22,198
574,2020-01-19,707
6162,2020-02-22,293
9044,2020-11-24,810
344,2020-07-07,794
9871,2024-08-22,877
7033,2024-06-16,111
3571,2021-12-22,796
48,2020-04-20,747
3907,2024-10-19,510
9523,2022-12-19,611
2253,2024-05-22,640
1439,2022-09-18,308
326,2020-02-01,367
6811,2021-03-12,824
228,2020-02-06,363
9477,2024-08-06,982
9650,2023-12-09,64
2185,2024-05-15,304
9044,2020-11-29,343
2758,2022-10-25,653
8687,2022-05-20,969
9982,2023-05-25,660
8037,2022-05-12,604
6147,2021-07-26,304
9991,2021-01-08,214
6398,2022-05-18,403
3283,2022-03-15,986
5288,2024-07-20,153
5446,2024-09-30,237
8076,2021-06-15,435
6290,2022-09-05,147
4414,2020-05-29,101
1079,2020-07-16,404
881,2020-07-16,106
5563,2022-10-24,981
2063,2020-12-03,330
7139,2023-03-19,85
9386,2022-12-14,141
1130,2023-11-13,907
4203,2023-02-05,307
4680,2020-06-15,374
3831,2022-11-19,814
8382,2020-12-30,20
9161,2022-02-24,373
1523,2023-09-12,167
3360,2020-09-08,171
9102,2021-01-18,452
3224,2023-08-07,408
9301,2023-11-12,705
117,2023-11-21,851
5150,2020-02-22,65
1208,2021-04-19,182
6191,2020-05-18,427
6186,2024-07-22,990
1506,2023-06-12,269
5075,2023-11-17,414
7721,2023-02-15,92
6296,2022-01-23,928
3137,2022-03-04,476
5715,2022-12-23,208
7219,2024-09-30,649
7097,2023-12-24,892
2803,2021-01-25,729
1787,2023-11-29,655
5325,2023-09-06,266
9595,2022-10-16,694
6031,2021-12-09,248
5748,2021-05-16,287
6564,2023-02-12,591
6349,2022-06-28,112
6620,2020-07-04,259
3760,2021-05-27,557
3487,2023-04-23,593
668,2020-05-01,402
4154,2022-05-04,10
6403,2023-06-30,825
8093,2024-07-22,860
7143,2021-07-05,812
7915,2024-09-01,822
4462,2021-06-05,543
3302,2020-10-14,830
7557,2020-06-23,569
4815,2022-12-10,584
3305,2022-06-20,685
1095,2023-09-03,176
578,2021-07-12,647
7628,2021-07-07,156
2490,2021-08-02,333
6368,2022-11-25,492
1350,2024-01-04,283
2929,2022-02-12,614
7738,2021-10-17,509
4918,2023-10-30,753
9353,2021-01-09,123
7414,2020-07-10,497
4522,2021-09-23,111
2300,2024-03-23,224
7674,2023-12-03,69
8800,2020-06-12,542
201,2023-06-20,800
2116,2023-09-19,959
7787,2020-02-26,403
2200,2021-08-15,298
7162,2023-01-10,639
3010,2023-06-28,475
9093,2022-09-09,272
5254,2020-11-29,803
3943,2020-09-02,693
3725,2024-05-25,544
3904,2022-11-27,182
5143,2023-08-20,95
2113,2022-11-24,983
2442,2024-03-01,731
78,2024-10-21,174
8205,2023-12-02,106
2193,2023-02-04,506
2030,2021-01-20,130
3975,2022-09-14,187
5148,2023-08-15,629
5701,2022-03-23,725
2501,2023-07-11,380
5331,2022-01-06,616
2140,2022-04-30,780
125,2020-05-17,833
485,2024-02-18,354
9866,2021-07-11,297
3110,2022-05-17,509
7153,2024-11-13,403
305,2020-05-25,38
3361,2024-06-06,753
7246,2021-04-10,60
708,2021-11-29,848
1417,2023-11-09,825
5661,2021-02-24,217
9659,2023-02-19,455
8531,2022-09-30,589
1500,2021-08-26,98
3407,2022-05-07,588
4102,2023-10-20,452
8599,2021-12-31,32
7578,2020-06-09,766
4621,2024-05-13,310
2321,2024-11-16,874
7859,2022-12-19,503
7014,2022-10-03,783
8191,2021-02-14,342
1609,2022-02-12,525
5771,2022-07-06,405
9249,2020-08-29,899
651,2020-06-01,253
3980,2023-09-06,106
4066,2023-04-08,481
2806,2024-09-24,437
6153,2023-06-15,755
5835,2021-12-15,58
278,2020-03-14,973
6425,2020-07-17,945
854,2022-04-06,391
1794,2023-07-29,379
4794,2024-04-05,870
833,2023-11-25,761
9326,2023-03-27,460
8304,2020-05-24,410
4468,2021-11-30,520
8650,2023-04-29,877
5893,2020-04-11,979
4240,2020-08-03,142
7120,2020-06-04,900
5417,2023-01-26,484
3332,2024-03-26,461
739,2020-03-26,856
2752,2024-10-28,909
9955,2024-04-04,5
970,2022-01-25,799
3193,2020-07-19,438
2839,2024-10-20,513
3266,2020-02-09,485
5045,2024-05-31,274
6893,2021-08-26,121
8835,2020-04-03,633
7988,2022-05-10,355
7064,2023-07-11,112
7541,2021-10-31,745
4680,2021-07-19,414
8049,2022-01-10,40
6433,2022-11-18,821
2369,2023-11-13,787
9464,2022-07-21,787
9847,2024-03-24,657
5457,2021-01-16,951
6602,2022-08-16,832
585,2023-08-21,211
6721,2020-03-10,123
1693,2020-12-03,150
9632,2020-04-04,345
9599,2021-09-14,868
9737,2022-10-17,239
6720,2023-02-04,70
6093,2022-01-24,374
9012,2023-03-24,591
6864,2021-08-30,614
6117,2022-12-17,88
5272,2023-03-12,308
6212,2020-09-01,547
6365,2020-09-04,46
7464,2023-06-25,271
2334,2023-11-07,634
4126,2021-09-15,861
6084,2022-10-11,821
2987,2022-04-23,929
1343,2024-05-21,717
1203,2024-11-29,182
4084,2024-10-08,508
9665,2020-10-01,60
1057,2023-02-06,409
4735,2023-07-25,843
3398,2022-01-31,440
9983,2022-06-06,355
6420,2023-10-01,689
1578,2022-05-28,905
6045,2023-02-17,811
5577,2023-08-18,8
7915,2020-07-21,622
5624,2022-08-04,838
4934,2023-02-02,299
3891,2020-10-27,625
4210,2024-06-23,501
211,2024-01-16,191
642,2024-05-01,787
4193,2024-05-22,734
5033,2021-01-14,154
1835,2020-07-16,976
2404,2021-08-03,833
3485,2020-05-19,204
1843,2023-07-02,640
7987,2023-04-29,900
4115,2020-06-03,786
9838,2022-07-21,879
2231,2020-02-15,368
7154,2023-03-15,898
8939,2023-11-30,174
9862,2021-03-29,883
1403,2021-01-25,371
2590,2021-07-07,153
1604,2024-11-30,277
3494,2023-08-17,651
7710,2023-10-01,247
568,2024-08-30,691
8227,2022-03-20,820
1150,2020-12-16,351
3441,2022-10-12,303
6691,2023-11-06,962
7495,2024-06-25,232
1511,2020-03-24,846
9540,2022-10-07,695
7167,2022-06-27,343
2013,2021-04-08,25
4528,2022-07-17,948
522,2020-11-17,534
9707,2021-12-07,306
1343,2024-03-14,818
525,2021-10-26,763
6101,2023-07-03,60
366,2023-01-14,431
3218,2022-01-30,598
5693,2020-12-05,889
484,2024-04-18,12
7074,2023-10-21,965
3579,2023-03-22,951
7698,2024-04-07,288
3240,2021-01-14,627
1466,2022-04-19,309
5520,2020-10-31,147
8270,2023-10-31,220
8513,2021-12-16,879
4585,2020-10-13,773
6418,2022-09-10,680
7492,2022-06-07,698
9152,2022-09-03,360
5994,2024-11-27,122
4118,2024-06-30,998
4666,2021-06-24,636
6107,2020-07-30,326
7805,2020-04-22,627
9319,2022-07-30,181
7436,2021-04-21,952
22,2024-11-03,575
6332,2022-12-04,663
3213,2024-01-17,595
1741,2024-11-24,887
9120,2023-06-20,294
4416,2022-03-15,602
2275,2020-11-23,142
9168,2022-09-28,719
4701,2022-08-17,199
7842,2022-07-27,231
9887,2020-04-24,839
1750,2023-02-23,911
4362,2021-11-18,581
6187,2021-02-19,219
9132,2022-12-26,939
3720,2023-12-17,743
1512,2020-12-20,833
5328,2024-03-04,893
7899,2022-05-15,569
3949,2024-11-10,928
9224,2021-03-02,10
9780,2022-03-22,873
9364,2020-01-31,686
2367,2020-01-18,48
4943,2024-01-01,303
6406,2021-07-18,349
2881,2023-08-02,936
7783,2023-12-07,205
7081,2020-04-02,663
3506,2024-08-18,650
8851,2023-07-31,743
9450,2021-03-09,409
8435,2021-04-04,56
3551,2022-02-11,831
9073,2023-02-06,472
9021,2023-02-23,840
304,2021-11-28,868
6057,2024-10-01,428
6762,2022-12-14,788
593,2020-02-08,683
2018,2021-05-12,415
2831,2021-07-09,573
5651,2022-06-09,544
3117,2020-12-25,951
9660,2022-01-09,437
2049,2022-01-20,2
4810,2021-04-16,63
6874,2020-10-22,287
2741,2022-03-04,813
5312,2024-06-15,171
8432,2020-07-22,682
500,2020-12-22,94
2238,2020-06-11,676
1312,2024-05-21,785
2389,2021-03-14,744
6713,2020-06-01,292
352,2022-01-25,784
2246,2023-08-23,140
4865,2023-05-15,394
2886,2020-09-07,961
9176,2022-01-04,91
5077,2020-04-10,457
8649,2023-09-19,520
460,2024-09-29,4
7161,2022-02-16,681
1487,2022-07-03,186
1948,2024-01-21,795
2290,2024-09-01,490
7060,2024-01-30,954
8682,2023-05-22,9
7309,2023-01-30,879
653,2022-10-24,961
6713,2022-01-27,744
3555,2021-07-29,491
3938,2024-12-03,644
4620,2021-08-24,887
8340,2020-05-15,466
288,2023-10-13,877
5184,2021-10-31,592
419,2024-08-25,484
7943,2020-07-09,330
2862,2022-05-28,154
6221,2021-07-14,368
3490,2021-02-21,743
2566,2022-07-03,587
6783,2021-12-22,490
7774,2021-06-03,902
3452,2021-09-08,219
3326,2021-04-28,94
137,2023-08-31,269
88,2024-01-07,166
1172,2021-11-15,694
3761,2020-04-06,79
3182,2022-07-01,994
4840,2024-11-07,247
3958,2022-08-11,120
8830,2023-06-30,30
1642,2022-03-11,129
9552,2024-10-09,799
488,2022-02-17,595
9141,2022-10-20,576
2968,2022-11-16,616
1714,2021-08-14,692
6204,2024-04-13,39
8620,2021-09-16,752
9901,2024-06-29,680
2694,2020-07-14,610
1233,2023-08-31,293
4002,2022-04-10,122
270,2021-07-05,50
4546,2020-04-25,102
4988,2020-04-18,722
1786,2021-10-29,509
2156,2020-01-09,614
3792,2024-01-11,670
7684,2021-09-07,365
5253,2020-05-06,328
1763,2024-07-20,860
3686,2021-11-05,20
601,2023-04-01,211
8224,2021-11-08,772
1640,2020-10-13,876
3329,2020-04-15,617
1220,2024-07-10,786
7160,2020-12-31,896
3919,2021-11-10,415
9038,2022-07-05,775
7556,2022-02-24,628
75,2021-09-21,351
3692,2022-09-28,617
6580,2020-02-15,886
6011,2024-07-14,115
6961,2021-04-10,394
8197,2022-02-24,845
48,2021-10-31,875
146,2022-10-29,540
6087,2020-01-12,241
8678,2021-03-27,928
3332,2022-03-01,186
3465,2022-08-04,415
702,2020-09-25,938
9293,2021-01-27,414
8564,2020-02-18,491
4591,2022-01-23,541
5441,2022-08-02,559
8990,2020-12-10,224
8157,2020-04-09,298
8031,2021-08-20,178
2392,2023-11-03,352
800,2022-08-23,568
9486,2021-06-15,343
618,2022-02-03,930
5924,2021-10-10,610
5287,2023-04-23,370
5488,2023-08-15,105
5677,2024-03-15,80
7388,2021-12-08,654
2205,2023-04-21,372
127,2022-12-22,358
1152,2022-12-12,648
4833,2024-02-18,910
7973,2021-09-20,118
3936,2022-12-08,384
5332,2024-06-02,412
8832,2021-01-16,774
3283,2024-03-15,866
6590,2022-06-17,390
1624,2024-07-08,336
9393,2021-09-08,668
4903,2022-10-13,388
2051,2023-04-22,763
5202,2022-12-27,111
1622,2021-03-11,700
9880,2020-07-03,811
1647,2021-12-18,268
8282,2020-04-05,68
4298,2021-01-27,855
364,2021-07-01,443
2119,2023-04-16,414
2501,2023-04-20,539
4663,2021-01-24,340
910,2024-09-07,789
3813,2020-10-12,295
4106,2023-11-18,68
8452,2022-01-04,159
4242,2020-10-03,669
3776,2022-06-12,515
4561,2024-09-22,410
9837,2021-11-19,799
9033,2020-08-15,348
1017,2024-01-16,512
4974,2022-12-16,549
9890,2024-10-25,123
9450,2022-06-04,278
2287,2022-04-20,651
7759,2020-07-28,759
2104,2021-04-20,388
9514,2022-03-20,524
2926,2020-05-23,365
4410,2024-11-27,486
9253,2024-03-02,515
6928,2024-10-25,920
5364,2023-11-03,913
1002,2024-08-31,786
4325,2021-01-18,784
8582,2024-07-15,920
6663,2020-08-29,488
8768,2022-02-25,230
308,2020-02-23,626
5742,2023-09-03,751
1715,2021-03-23,814
6047,2024-08-04,589
3874,2023-03-10,618
1202,2023-07-26,28
662,2024-08-09,409
5926,2021-09-11,525
4440,2022-10-11,111
6145,2023-06-08,131
6016,2021-06-30,657
8872,2024-07-04,199
2214,2021-07-15,126
965,2023-07-07,682
8188,2024-09-18,786
1987,2022-05-21,965
998,2021-04-01,254
7793,2022-05-25,375
6387,2023-01-20,212
4165,2021-04-12,500
1670,2023-01-16,197
8272,2021-04-26,957
821,2022-05-13,449
244,2021-11-11,251
818,2020-11-20,363
583,2024-10-27,953
2456,2020-11-27,864
2036,2023-07-28,366
6825,2024-04-10,409
5029,2020-01-02,314
5357,2022-05-05,670
6028,2021-11-29,952
1462,2023-06-12,560
2180,2023-04-26,382
4266,2023-12-24,500
2829,2023-10-06,723
5211,2020-09-05,718
9025,2024-09-08,195
3071,2024-09-11,898
550,2023-07-11,424
3483,2020-12-28,696
3854,2022-05-03,798
9682,2020-12-09,366
2536,2020-01-07,545
7662,2023-04-12,615
4089,2022-03-14,755
2378,2021-10-05,498
3687,2023-11-21,343
7890,2023-04-02,835
4904,2022-09-08,137
8583,2024-10-19,411
609,2021-10-27,145
1824,2022-12-19,728
804,2024-04-21,792
9651,2021-01-11,622
8861,2024-11-08,992
7188,2022-01-01,863
4445,2024-06-04,1
243,2023-01-27,470
6129,2023-11-13,894
3978,2022-09-14,562
9289,2023-11-30,413
6863,2020-03-07,501
5360,2024-11-28,750
9930,2021-10-12,285
4179,2023-07-22,423
6234,2022-11-29,60
7728,2022-05-03,818
9731,2021-05-04,973
4015,2023-01-30,306
3085,2022-05-01,412
9760,2021-03-11,504
7974,2024-04-30,750
805,2024-04-20,77
1447,2020-12-07,948
5262,2021-05-05,369
3419,2024-02-18,659
7491,2023-11-14,129
1468,2023-02-05,536
4578,2021-02-05,579
8631,2020-10-14,845
923,2024-09-14,900
6914,2023-10-25,931
2983,2023-12-14,619
6363,2020-11-26,250
4878,2020-12-20,569
3710,2023-04-22,606
9853,2023-04-03,366
6865,2020-10-26,176
9534,2022-03-17,567
6409,2021-01-22,340
8696,2023-11-08,664
9094,2023-03-10,526
8080,2022-08-21,490
3547,2020-01-10,731
6924,2023-05-31,131
444,2022-07-20,13
9924,2022-02-26,196
5360,2021-12-25,711
3366,2021-07-05,403
1104,2022-03-21,907
4108,2022-07-21,104
3417,2021-11-23,874
8746,2024-06-20,111
7567,2021-10-01,45
394,2022-08-24,180
4881,2024-09-10,55
126,2024-01-14,956
3239,2021-06-10,940
7394,2023-08-23,777
1243,2022-03-02,69
1475,2022-05-05,531
6102,2024-10-05,325
1913,2023-05-15,698
4336,2022-11-02,601
796,2020-10-25,879
1758,2020-11-11,941
6658,2020-04-12,961
6603,2021-07-04,747
7264,2022-08-30,920
2024,2022-11-26,818
2878,2020-08-18,885
1777,2023-03-01,893
7074,2020-09-22,502
5793,2023-02-04,313
9511,2023-10-09,423
7421,2020-09-06,262
1348,2023-06-24,501
2746,2020-11-24,149
3835,2022-08-03,494
6938,2024-11-20,830
5888,2021-08-30,340
9834,2024-11-17,844
7834,2024-02-16,428
4069,2024-09-13,714
9316,2020-02-16,275
358,2023-04-04,317
865,2022-09-06,842
3426,2020-02-13,292
9982,2021-09-16,207
6645,2023-07-15,752
4227,2021-07-15,611
4464,2021-04-22,387
5966,2022-12-21,760
8959,2023-01-02,305
951,2023-09-16,412
3597,2024-02-12,280
6912,2021-04-24,256
1719,2024-01-27,71
9954,2022-10-14,348
5536,2023-07-05,682
4447,2020-03-12,181
9067,2023-03-18,461
1468,2022-10-27,894
7553,2023-05-02,639
6035,2021-08-31,827
2041,2020-08-21,729
6288,2021-11-17,694
5958,2024-02-28,938
7924,2022-10-08,885
824,2022-07-10,841
2050,2022-09-06,985
4144,2020-06-23,756
3897,2021-01-09,807
8270,2022-09-20,708
7230,2023-01-27,705
4349,2021-11-01,586
2059,2023-10-21,301
9199,2021-12-13,902
3129,2023-02-07,983
7976,2024-02-10,309
8126,2023-04-22,590
7800,2022-04-21,998
6228,2022-05-12,464
9621,2024-05-10,552
4933,2024-08-11,712
8315,2024-03-14,513
6336,2023-03-21,500
9994,2021-12-03,988
5129,2024-04-29,295
70,2022-03-03,642
8392,2022-12-05,189
9037,2023-09-13,358
9903,2024-11-14,949
9659,2020-12-04,192
5538,2021-05-24,744
1292,2024-05-09,346
3503,2021-04-05,466
1366,2021-12-11,615
9213,2021-05-12,230
2708,2024-03-07,495
13,2020-08-15,783
3833,2021-12-28,379
7094,2020-12-29,555
8660,2023-07-19,124
7189,2022-09-29,743
7489,2024-09-27,939
8711,2022-10-15,774
1965,2023-05-31,282
6726,2020-01-12,428
6025,2021-03-19,409
4443,2023-07-15,204
5108,2020-09-06,815
6559,2020-10-10,540
6566,2023-10-15,804
430,2023-12-28,94
7942,2022-08-24,881
6045,2020-08-19,276
9706,2024-02-13,346
1341,2021-12-07,453
970,2023-05-09,245
5928,2022-01-20,91
9666,2023-12-25,522
2438,2022-04-13,313
9398,2023-05-26,587
2539,2024-11-22,972
6420,2024-02-17,685
7558,2022-11-28,759
472,2020-03-21,34
9049,2023-11-05,983
6738,2024-04-07,414
6920,2021-03-25,118
7706,2020-04-28,16
9733,2021-12-01,200
9791,2020-12-16,24
1059,2023-01-08,837
1820,2021-12-28,266
5088,2024-05-21,445
4093,2023-06-08,336
3640,2024-05-05,880
6207,2022-12-06,684
4870,2021-01-24,234
8228,2023-02-21,35
2477,2023-09-21,788
267,2023-01-22,766
5523,2024-03-21,42
3567,2020-12-05,60
858,2020-06-11,473
2998,2020-04-07,448
6150,2021-12-27,373
2925,2020-05-18,216
6580,2021-09-28,855
1337,2024-05-02,800
2209,2024-04-17,970
8535,2022-08-25,263
8520,2024-03-12,565
6459,2024-07-02,722
2909,2024-08-31,586
7616,2023-11-08,575
5933,2021-12-18,129
9330,2020-04-02,269
6800,2022-12-02,737
6975,2021-02-02,444
4795,2024-05-09,249
3022,2020-03-04,881
447,2024-02-29,787
7381,2023-03-07,79
7121,2023-02-18,922
825,2021-05-21,110
9492,2021-02-14,742
1810,2021-02-21,359
9814,2023-10-11,407
7532,2020-09-09,15
9466,2024-02-02,674
4962,2020-09-09,518
7405,2024-01-06,377
8145,2022-07-23,677
4985,2022-01-17,124
440,2020-10-19,938
4924,2022-06-12,916
758,2022-12-31,69
9032,2023-03-22,846
1411,2021-03-07,266
9346,2020-03-24,596
6572,2023-06-02,234
8756,2022-02-12,969
2820,2021-01-20,591
4491,2021-04-14,249
4676,2023-12-10,977
7185,2020-10-07,54
8123,2024-11-16,762
1117,2022-08-20,222
6757,2021-06-14,770
8573,2021-03-07,560
8579,2022-11-19,878
4491,2022-02-28,686
1550,2022-08-11,76
9268,2023-03-11,179
5217,2023-05-26,326
7409,2023-02-11,880
1586,2021-04-21,48
725,2022-10-17,880
9616,2021-04-25,889
760,2023-09-25,655
5544,2024-06-19,722
9322,2021-01-12,835
9681,2024-01-12,780
8538,2023-05-06,796
9244,2020-08-27,289
7144,2023-09-14,443
4998,2020-03-10,521
4214,2023-09-07,331
2790,2021-11-11,285
7423,2023-06-01,825
7294,2022-09-14,196
9137,2022-12-09,164
1934,2020-10-09,213
7588,2021-01-03,296
3488,2021-02-03,808
8079,2020-11-11,834
1497,2024-07-10,973
1353,2022-04-15,145
6329,2020-09-10,610
2797,2021-05-08,321
6653,2020-03-19,578
9272,2021-09-12,466
6424,2024-07-02,129
7259,2023-05-25,814
3850,2020-08-13,749
2713,2023-01-15,30
3680,2024-04-30,299
2825,2023-10-20,830
4436,2022-01-08,154
7673,2024-06-18,968
1006,2023-11-20,46
5320,2022-09-15,649
8842,2022-02-13,203
5927,2022-06-07,280
7433,2020-01-24,376
1611,2024-11-07,803
888,2020-04-30,63
124,2022-01-02,157
7354,2024-09-21,198
2767,2023-03-23,741
688,2020-04-12,926
5846,2021-05-31,156
2795,2022-12-06,213
2287,2020-05-20,848
3116,2020-04-06,80
6181,2024-01-09,152
7693,2023-03-15,625
923,2020-09-02,454
1432,2023-10-11,324
9590,2020-01-26,780
7813,2024-08-11,397
9348,2023-08-28,800
4524,2024-11-02,805
3594,2021-01-30,569
6356,2020-04-15,102
3198,2020-06-16,389
4647,2020-02-16,699
218,2020-04-20,680
6552,2021-09-13,350
5061,2024-06-09,289
5161,2020-12-31,206
173,2021-11-22,257
4483,2024-02-26,393
7079,2024-03-12,558
5503,2023-01-02,535
967,2021-05-26,186
6801,2023-10-20,480
6195,2022-01-06,159
1597,2022-07-21,803
7244,2021-10-01,760
5086,2021-02-23,471
119,2021-04-03,21
5671,2020-02-08,408
4246,2023-03-14,145
8642,2024-06-21,175
2976,2022-10-07,83
5241,2023-03-12,590
3472,2023-07-12,393
5767,2020-01-16,206
2417,2022-10-17,976
2637,2021-08-25,434
7349,2023-12-15,182
3397,2023-06-05,372
8175,2020-06-20,116
9989,2021-04-06,311
5665,2020-09-17,55
7571,2022-09-17,775
7303,2024-08-14,524
1669,2022-11-07,179
4221,2022-05-19,108
8674,2024-06-17,120
7581,2023-03-12,715
995,2022-04-26,412
3265,2024-03-14,102
5217,2023-03-31,511
4428,2020-06-02,913
3700,2021-11-08,659
5707,2021-09-07,557
1554,2022-11-05,935
9068,2024-01-28,162
5442,2023-09-12,36
3454,2020-11-24,277
4002,2023-11-02,232
7246,2020-08-31,395
2132,2024-02-27,23
3841,2022-06-29,863
6824,2022-01-08,822
3551,2021-08-13,830
4464,2021-04-11,809
1444,2023-10-24,643
5864,2020-09-12,80
1958,2023-08-27,188
3231,2024-09-19,609
6933,2020-01-28,190
558,2021-09-25,718
3939,2020-10-30,852
4895,2021-01-06,994
9221,2024-08-19,734
1609,2022-07-11,246
9392,2023-08-10,8
4418,2022-06-17,738
8739,2021-10-31,656
1301,2023-08-07,538
7638,2023-05-18,267
5770,2020-12-14,362
5386,2021-01-17,719
3090,2022-09-12,291
1041,2024-06-25,857
6386,2020-04-07,352
3113,2023-10-15,820
4376,2024-05-15,128
8435,2022-11-12,846
6516,2021-12-12,823
2358,2024-12-04,928
8446,2023-09-26,686
